x,y
-1.7148160424389376,-0.14545874133447734
-1.6801732941068377,-0.09552416320972457
-1.645530545774738,0.10321092364862676
-1.6108877974426385,0.05014693992622929
-1.5762450491105386,0.4681310979409016
-1.5416023007784387,0.2918116660596121
-1.506959552446339,0.5037594839541885
-1.4723168041142394,1.0081508006748567
-1.4376740557821397,0.875633082857252
-1.4030313074500398,0.7153556004669912
-1.36838855911794,0.8660395948621468
-1.3337458107858404,1.3934331477015145
-1.2991030624537407,1.3014203772032953
-1.2644603141216408,1.0106304277986171
-1.2298175657895412,1.1185277760968686
-1.1951748174574415,1.2285051921614134
-1.1605320691253418,1.1865719576279548
-1.1258893207932419,1.3939209820669227
-1.0912465724611422,1.205327171830514
-1.0566038241290423,0.9997264099159318
-1.0219610757969426,0.8890944553808056
-0.9873183274648429,1.0611440241770274
-0.952675579132743,0.854841972187002
-0.9180328308006435,0.9586547047182292
-0.8833900824685436,0.8692873515871077
-0.8487473341364439,0.5850954714800691
-0.8141045858043441,0.3791958633721947
-0.7794618374722444,0.3219084350858155
-0.7448190891401446,0.12477179590075678
-0.7101763408080449,0.10287069350872122
-0.6755335924759451,-0.48027198015952377
-0.6408908441438455,-0.15367318055507295
-0.6062480958117457,-0.48163468544279603
-0.571605347479646,-0.5787944403148134
-0.5369625991475462,-0.41954924126322074
-0.5023198508154463,-1.024179084246703
-0.4676771024833468,-0.6374659898853717
-0.43303435415124686,-0.7884836252019554
-0.3983916058191472,-1.0827252639897378
-0.3637488574870475,-1.4180828909701242
-0.32910610915494753,-1.392299365811747
-0.294463360822848,-1.4714901205500526
-0.25982061249074817,-1.7563607630490459
-0.22517786415864838,-1.764886052675908
-0.19053511582654856,-1.528105951239187
-0.15589236749444904,-1.8571713160709205
-0.12124961916234922,-1.7381036503805645
-0.0866068708302494,-1.7328033780509489
-0.05196412249814958,-1.95372411091206
-0.017321374166049758,-1.5841162855710251
0.017321374166049758,-1.6112601153942328
0.05196412249814958,-1.7440864007137247
0.0866068708302494,-1.6813302553785783
0.12124961916234922,-1.3349238617070585
0.15589236749444874,-1.2417380396838114
0.19053511582654856,-1.5547982070752462
0.22517786415864838,-1.2336102355091707
0.25982061249074817,-1.0326750011896912
0.2944633608228477,-0.8108202897611358
0.32910610915494753,-0.8349626034081581
0.36374885748704733,-0.4263681553011989
0.3983916058191472,-0.36095002786940045
0.4330343541512467,-0.4544447663043545
0.4676771024833465,-0.013137126301174789
0.5023198508154463,0.024945872339099378
0.5369625991475462,0.06868084389813595
0.571605347479646,0.08114289620210663
0.6062480958117454,0.57700713775293
0.6408908441438453,0.6584876061544946
0.6755335924759451,0.6239656269997499
0.7101763408080449,0.403623599130617
0.7448190891401445,0.7631008263115576
0.779461837472244,0.972156130734703
0.8141045858043441,1.2018321808866006
0.8487473341364439,1.319776522610522
0.8833900824685434,1.0700473449032764
0.9180328308006432,1.2818115693314591
0.952675579132743,1.4710624490496484
0.9873183274648429,1.1309867080349827
1.0219610757969424,1.2080710241285066
1.0566038241290425,1.1467902180410152
1.091246572461142,1.0588804373698677
1.1258893207932417,1.0090720762598835
1.1605320691253418,1.1717974235337125
1.1951748174574413,0.9987571417872468
1.2298175657895414,0.7537290125858455
1.2644603141216408,0.4772364182400503
1.2991030624537403,0.3590268761910621
1.3337458107858404,0.47684711434319055
1.36838855911794,0.4708541891116065
1.4030313074500396,0.23534593262791856
1.4376740557821397,0.19743079906461858
1.4723168041142392,-0.01304087588010284
1.5069595524463393,-0.3072606059289614
1.5416023007784394,-0.3433228357157525
1.5762450491105384,-0.3039533543211398
1.6108877974426379,-0.8015257360094326
1.645530545774738,-0.7534728464701005
1.6801732941068381,-1.0155475388236128
1.7148160424389376,-1.121500218184957
