x,y
-1.7148160424389376,-0.2695773593325281
-1.6801732941068377,-0.11787649500682798
-1.645530545774738,0.0322778748385799
-1.6108877974426385,0.1793550212576883
-1.5762450491105386,0.32185558565339684
-1.5416023007784387,0.4583268647912445
-1.506959552446339,0.5873776201911923
-1.4723168041142394,0.7076922609250625
-1.4376740557821397,0.818044255234976
-1.4030313074500398,0.917308634249805
-1.36838855911794,1.004473460332158
-1.3337458107858404,1.078650143143336
-1.2991030624537407,1.1390824982605037
-1.2644603141216408,1.1851544559991853
-1.2298175657895412,1.21639634185452
-1.1951748174574415,1.2324896645361394
-1.1605320691253418,1.2332703627856754
-1.1258893207932419,1.218730477877652
-1.0912465724611422,1.1890182347536624
-1.0566038241290423,1.1444365309627265
-1.0219610757969426,1.0854398488121209
-0.9873183274648429,1.0126296222073612
-0.952675579132743,0.9267481054134681
-0.9180328308006435,0.8286708062416283
-0.8833900824685436,0.7193975608001283
-0.8487473341364439,0.6000423407968434
-0.8141045858043441,0.471821897301383
-0.7794618374722444,0.3360433567365786
-0.7448190891401446,0.19409089555032863
-0.7101763408080449,0.04741162941111919
-0.6755335924759451,-0.10249913922205806
-0.6408908441438455,-0.254113164763667
-0.6062480958117457,-0.40588483799996283
-0.571605347479646,-0.5562669425985406
-0.5369625991475462,-0.703726428001447
-0.5023198508154463,-0.8467600379071717
-0.4676771024833468,-0.9839096350190099
-0.43303435415124686,-1.1137770658336816
-0.3983916058191472,-1.2350384139330606
-0.3637488574870475,-1.3464574964757243
-0.32910610915494753,-1.4468984663001063
-0.294463360822848,-1.5353373911687793
-0.25982061249074817,-1.6108726921107854
-0.22517786415864838,-1.6727343344497019
-0.19053511582654856,-1.7202916778207271
-0.15589236749444904,-1.7530599051508182
-0.12124961916234922,-1.7707049650624809
-0.0866068708302494,-1.7730469773165412
-0.05196412249814958,-1.7600620665775506
-0.017321374166049758,-1.7318826058077474
0.017321374166049758,-1.6887958668083294
0.05196412249814958,-1.6312410916649138
0.0866068708302494,-1.55980501495195
0.12124961916234922,-1.475215882344381
0.15589236749444874,-1.3783360266130322
0.19053511582654856,-1.2701530766867541
0.22517786415864838,-1.1517698893993984
0.25982061249074817,-1.0243933065610835
0.2944633608228477,-0.8893218519683198
0.32910610915494753,-0.7479324937741948
0.36374885748704733,-0.60166660716791
0.3983916058191472,-0.4520152804652579
0.4330343541512467,-0.300504114405186
0.4676771024833465,-0.14867766961400072
0.5023198508154463,0.0019162792144898316
0.5369625991475462,0.14974252190423365
0.571605347479646,0.2932940632948659
0.6062480958117454,0.43110748610537747
0.6408908441438453,0.5617778695488392
0.6755335924759451,0.6839731116123102
0.7101763408080449,0.7964475089953571
0.7448190891401445,0.898054456268272
0.779461837472244,0.987758134790106
0.8141045858043441,1.0646440722253672
0.8487473341364439,1.1279284650117998
0.8833900824685434,1.1769661687425619
0.9180328308006432,1.2112572750059056
0.952675579132743,1.2304522076356366
0.9873183274648429,1.2343552864192955
1.0219610757969424,1.2229267219343118
1.0566038241290425,1.1962830211760285
1.091246572461142,1.154695799842488
1.1258893207932417,1.0985890133839689
1.1605320691253418,1.0285346350449918
1.1951748174574413,0.9452468249584168
1.2298175657895414,0.8495746497340262
1.2644603141216408,0.7424934267608161
1.2991030624537403,0.6250947814623257
1.3337458107858404,0.4985755188650423
1.36838855911794,0.3642254229272036
1.4030313074500396,0.2234141080061025
1.4376740557821397,0.07757705650492601
1.4723168041142392,-0.07179901496352384
1.5069595524463393,-0.2231913117135366
1.5416023007784394,-0.3750564849163221
1.5762450491105384,-0.5258463650663856
1.6108877974426379,-0.6740237445916267
1.645530545774738,-0.8180780487134554
1.6801732941068381,-0.956540734802426
1.7148160424389376,-1.088000263242627
